"기준일","요일","성별","연령대","시도","시군구","읍면동","업종","통화건수"
"20170401","토","여","40대","서울특별시","강남구","대치동","치킨","17"
"20170401","토","남","50대","서울특별시","강남구","논현동","치킨","15"
"20170401","토","여","50대","서울특별시","강남구","삼성동","치킨","37"
"20170401","토","여","60대이상","서울특별시","강남구","삼성동","치킨","11"
"20170401","토","여","60대이상","서울특별시","강남구","신사동","치킨","5"
"20170401","토","남","60대이상","서울특별시","강남구","논현동","치킨","5"
"20170401","토","남","30대","서울특별시","강남구","대치동","치킨","5"
"20170401","토","여","10대","서울특별시","강남구","역삼동","치킨","5"
"20170401","토","여","10대","서울특별시","강남구","도곡동","치킨","5"
"20170401","토","여","20대","서울특별시","강남구","삼성동","치킨","37"
"20170401","토","남","10대","서울특별시","강남구","개포동","치킨","6"
"20170401","토","여","20대","서울특별시","강남구","신사동","치킨","5"
"20170401","토","남","40대","서울특별시","강남구","압구정동","치킨","5"
"20170401","토","남","20대","서울특별시","강남구","논현동","치킨","24"
"20170401","토","여","50대","서울특별시","강남구","개포동","치킨","6"
"20170401","토","여","40대","서울특별시","강남구","세곡동","치킨","5"
"20170401","토","남","60대이상","서울특별시","강남구","역삼동","치킨","5"
"20170401","토","남","60대이상","서울특별시","강남구","일원동","치킨","5"
"20170401","토","여","30대","서울특별시","강남구","수서동","치킨","6"
"20170401","토","남","50대","서울특별시","강남구","도곡동","치킨","5"
"20170401","토","여","60대이상","서울특별시","강남구","개포동","치킨","6"
"20170401","토","남","50대","서울특별시","강남구","역삼동","치킨","11"
"20170401","토","남","30대","서울특별시","강남구","세곡동","치킨","5"
"20170401","토","남","40대","서울특별시","강남구","수서동","치킨","5"
"20170401","토","남","20대","서울특별시","강남구","역삼동","치킨","35"
"20170401","토","남","20대","서울특별시","강남구","일원동","치킨","9"
"20170401","토","남","20대","서울특별시","강남구","도곡동","치킨","5"
"20170401","토","남","10대","서울특별시","강남구","신사동","치킨","5"
"20170401","토","여","10대","서울특별시","강남구","논현동","치킨","5"
"20170401","토","남","10대","서울특별시","강남구","삼성동","치킨","16"
"20170401","토","여","20대","서울특별시","강남구","개포동","치킨","17"
"20170401","토","여","60대이상","서울특별시","강남구","역삼동","치킨","7"
"20170401","토","남","30대","서울특별시","강남구","수서동","치킨","5"
"20170401","토","여","60대이상","서울특별시","강남구","일원동","치킨","5"
"20170401","토","남","40대","서울특별시","강남구","세곡동","치킨","5"
"20170401","토","남","50대","서울특별시","강남구","개포동","치킨","13"
"20170401","토","여","50대","서울특별시","강남구","도곡동","치킨","5"
"20170401","토","남","60대이상","서울특별시","강남구","개포동","치킨","5"
"20170401","토","여","50대","서울특별시","강남구","일원동","치킨","5"
"20170401","토","여","50대","서울특별시","강남구","역삼동","치킨","22"
"20170401","토","여","20대","서울특별시","강남구","일원동","치킨","5"
"20170401","토","여","20대","서울특별시","강남구","역삼동","치킨","46"
"20170401","토","여","40대","서울특별시","강남구","수서동","치킨","10"
"20170401","토","여","20대","서울특별시","강남구","도곡동","치킨","6"
"20170401","토","여","30대","서울특별시","강남구","세곡동","치킨","5"
"20170401","토","여","10대","서울특별시","강남구","삼성동","치킨","7"
"20170401","토","남","20대","서울특별시","강남구","개포동","치킨","16"
"20170401","토","남","10대","서울특별시","강남구","논현동","치킨","10"
"20170401","토","남","50대","서울특별시","강남구","삼성동","치킨","26"
"20170401","토","남","40대","서울특별시","강남구","대치동","치킨","5"
"20170401","토","남","50대","서울특별시","강남구","신사동","치킨","5"
"20170401","토","여","50대","서울특별시","강남구","논현동","치킨","8"
"20170401","토","여","60대이상","서울특별시","강남구","논현동","치킨","8"
"20170401","토","남","60대이상","서울특별시","강남구","삼성동","치킨","5"
"20170401","토","여","30대","서울특별시","강남구","대치동","치킨","5"
"20170401","토","남","10대","서울특별시","강남구","역삼동","치킨","9"
"20170401","토","남","10대","서울특별시","강남구","도곡동","치킨","5"
"20170401","토","남","20대","서울특별시","강남구","신사동","치킨","5"
"20170401","토","여","20대","서울특별시","강남구","논현동","치킨","13"
"20170401","토","남","20대","서울특별시","강남구","삼성동","치킨","36"
"20170401","토","여","10대","서울특별시","강남구","개포동","치킨","5"
"20170401","토","여","30대","서울특별시","강남구","논현동","치킨","32"
"20170401","토","남","30대","서울특별시","강남구","삼성동","치킨","58"
"20170401","토","남","30대","서울특별시","강남구","신사동","치킨","5"
"20170401","토","여","20대","서울특별시","강남구","대치동","치킨","5"
"20170401","토","남","50대","서울특별시","강남구","압구정동","치킨","5"
"20170401","토","여","50대","서울특별시","강남구","대치동","치킨","5"
"20170401","토","남","40대","서울특별시","강남구","논현동","치킨","36"
"20170401","토","여","40대","서울특별시","강남구","삼성동","치킨","116"
"20170401","토","여","40대","서울특별시","강남구","신사동","치킨","5"
"20170401","토","여","10대","서울특별시","강남구","수서동","치킨","5"
"20170401","토","남","30대","서울특별시","강남구","개포동","치킨","12"
"20170401","토","여","30대","서울특별시","강남구","도곡동","치킨","6"
"20170401","토","남","10대","서울특별시","강남구","대치동","치킨","6"
"20170401","토","여","30대","서울특별시","강남구","일원동","치킨","5"
"20170401","토","여","30대","서울특별시","강남구","역삼동","치킨","60"
"20170401","토","여","40대","서울특별시","강남구","개포동","치킨","41"
"20170401","토","여","50대","서울특별시","강남구","세곡동","치킨","5"
"20170401","토","남","40대","서울특별시","강남구","일원동","치킨","6"
"20170401","토","여","60대이상","서울특별시","강남구","세곡동","치킨","5"
"20170401","토","남","40대","서울특별시","강남구","도곡동","치킨","5"
"20170401","토","남","20대","서울특별시","강남구","수서동","치킨","5"
"20170401","토","남","40대","서울특별시","강남구","역삼동","치킨","37"
"20170401","토","여","50대","서울특별시","강남구","수서동","치킨","5"
"20170401","토","여","30대","서울특별시","강남구","개포동","치킨","16"
"20170401","토","남","30대","서울특별시","강남구","도곡동","치킨","5"
"20170401","토","남","20대","서울특별시","강남구","세곡동","치킨","5"
"20170401","토","여","10대","서울특별시","강남구","대치동","치킨","5"
"20170401","토","남","30대","서울특별시","강남구","역삼동","치킨","56"
"20170401","토","여","60대이상","서울특별시","강남구","수서동","치킨","5"
"20170401","토","남","50대","서울특별시","강남구","세곡동","치킨","5"
"20170401","토","남","40대","서울특별시","강남구","개포동","치킨","11"
"20170401","토","여","40대","서울특별시","강남구","도곡동","치킨","11"
"20170401","토","여","40대","서울특별시","강남구","일원동","치킨","12"
"20170401","토","여","40대","서울특별시","강남구","역삼동","치킨","71"
"20170401","토","여","20대","서울특별시","강남구","수서동","치킨","5"
"20170401","토","여","30대","서울특별시","강남구","삼성동","치킨","37"
"20170401","토","남","30대","서울특별시","강남구","논현동","치킨","25"
"20170401","토","여","30대","서울특별시","강남구","신사동","치킨","6"
"20170401","토","남","20대","서울특별시","강남구","대치동","치킨","5"
"20170401","토","남","40대","서울특별시","강남구","삼성동","치킨","60"
"20170401","토","남","50대","서울특별시","강남구","대치동","치킨","5"
"20170401","토","남","40대","서울특별시","강남구","신사동","치킨","5"
"20170401","토","여","40대","서울특별시","강남구","논현동","치킨","31"
"20170401","토","남","20대","서울특별시","강동구","암사동","치킨","5"
"20170401","토","여","40대","서울특별시","강동구","강일동","치킨","11"
"20170401","토","남","40대","서울특별시","강동구","성내동","치킨","68"
"20170401","토","남","40대","서울특별시","강동구","천호동","치킨","5"
